"id","ip_address","campaign","station","created_at","city","state","user_agent","referral","banner_size"
1,"66.162.103.66","tmpg_03102016","tmpg","2016-04-27 20:10:09.762431","Denver","Colorado","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://tmpg.com/",
2,"66.162.103.66","tmpg_03102016","tmpg","2016-04-27 20:10:15.716974","Denver","Colorado","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://tmpg.com/contact-us/",
3,"66.162.103.66","tmpg_03102016","tmpg","2016-04-27 20:10:28.238603","Denver","Colorado","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://tmpg.com/",
4,"66.162.103.66","tmpg_03102016","tmpg","2016-04-27 20:10:41.265383","Denver","Colorado","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://tmpg.com/contact-us/",
5,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:12:52.637044","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/kenny-chesney/greatest-hits-ii/out-last-night/?pagename=onair&size=300x250&b=khay&sid=355010117","300x250"
6,"170.20.96.3","ag_04202016","RIVERSIDE-CBS-RADIO","2016-04-27 20:15:35.519709","Toluca Lake","California","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,"300x250"
7,"170.20.96.3","ag_04202016","RIVERSIDE-CBS-RADIO","2016-04-27 20:15:46.566492","Toluca Lake","California","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",,"300x250"
8,"74.100.2.202","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:21:01.335844","Thousand Oaks","California","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.87 Safari/537.36","http://www.khay.com/","300x250"
9,"74.100.2.202","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:21:01.340686","Thousand Oaks","California","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.87 Safari/537.36","http://www.khay.com/","728x90"
10,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:24:25.470259","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","728x90"
11,"71.177.58.68","tmpg_03102016","tmpg","2016-04-27 20:30:19.804482","Camarillo","California","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/601.5.17 (KHTML, like Gecko) Version/9.1 Safari/601.5.17","http://tmpg.com/",
12,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:33:27.543069","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/kenny-chesney/greatest-hits-ii/out-last-night/?pagename=onair&size=300x250&b=khay&sid=355010117","300x250"
13,"173.51.248.78","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:38:33.408934","Camarillo","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.951kbby.com/","160x600"
14,"173.51.248.78","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:38:36.888858","Camarillo","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.951kbby.com/","300x250"
15,"173.51.248.78","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:39:11.084435","Camarillo","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.951kbby.com/2016/04/21/superstar-artist-prince-has-passed/?1732","728x90"
16,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:45:24.701944","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/kenny-chesney/greatest-hits-ii/out-last-night/?pagename=onair&size=300x250&b=khay&sid=355010117","300x250"
17,"104.57.188.207","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:48:55.504576","Austin","Texas","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.5.17 (KHTML, like Gecko) Version/9.1 Safari/601.5.17",,"160x600"
18,"104.57.188.207","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:48:55.516929","Austin","Texas","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.5.17 (KHTML, like Gecko) Version/9.1 Safari/601.5.17",,"728x90"
19,"104.57.188.207","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:48:55.835889","Austin","Texas","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.5.17 (KHTML, like Gecko) Version/9.1 Safari/601.5.17",,"300x250"
20,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:51:19.927037","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/kenny-chesney/greatest-hits-ii/out-last-night/?pagename=onair&size=300x250&b=khay&sid=355010117","300x250"
21,"107.204.105.47","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:55:40.815182","Westlake Village","California","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 AOL/9.7 AOLBuild/4343.4043.US Safari/537.36","http://www.khay.com/","300x250"
22,"107.204.105.47","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:55:47.254377","Westlake Village","California","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 AOL/9.7 AOLBuild/4343.4043.US Safari/537.36","http://khay.tunegenie.com/music/_framed_ad/_/_/_/?pagename=hours&size=300x250&b=khay","300x250"
23,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:56:59.01585","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","728x90"
24,"107.204.105.47","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:57:30.266168","Westlake Village","California","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 AOL/9.7 AOLBuild/4343.4043.US Safari/537.36","http://www.khay.com/","300x250"
25,"107.204.105.47","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:57:30.413251","Westlake Village","California","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 AOL/9.7 AOLBuild/4343.4043.US Safari/537.36","http://www.khay.com/","728x90"
26,"69.3.57.90","ag_04202016","OXNARD-KHAY-FM","2016-04-27 20:57:35.562346","Los Angeles","California","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","728x90"
27,"128.111.242.74","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:02:47.910399","Santa Barbara","California","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","728x90"
28,"128.111.242.74","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:02:51.414753","Santa Barbara","California","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","300x250"
29,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:03:09.281031","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/kenny-chesney/greatest-hits-ii/out-last-night/?pagename=onair&size=728x90&b=khay&sid=355010117","728x90"
30,"108.219.5.62","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:04:56.280421","Lake Arthur","Louisiana","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586","http://www.951kbby.com/","728x90"
31,"204.108.73.1","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:06:18.043155","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://player.listenlive.co/25311/en/songhistory","300x250"
32,"38.104.200.146","tmpg_03102016","tmpg","2016-04-27 21:06:50.292871","Tarrytown","New York","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9","http://tmpg.com/",
37,"71.189.7.254","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:09:08.093712","Torrance","California","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",,"728x90"
40,"69.3.57.90","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:13:02.823897","Los Angeles","California","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","300x250"
43,"172.11.71.20","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:23:50.667212","Ventura","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.951kbby.com/","300x250"
46,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:33:33.777254","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/kenny-chesney/greatest-hits-ii/out-last-night/?pagename=onair&size=728x90&b=khay&sid=355010117","728x90"
33,"38.104.200.146","tmpg_03102016","tmpg","2016-04-27 21:07:43.706409","Tarrytown","New York","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9","http://tmpg.com/",
36,"71.189.7.254","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:08:24.58713","Torrance","California","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",,"160x600"
47,"199.107.198.159","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:34:14.392227","Westlake Village","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.khay.com/","300x250"
49,"199.107.198.159","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:34:17.167864","Westlake Village","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://khay.tunegenie.com/music/_framed_ad/_/_/_/?pagename=hours&size=300x250&b=khay","300x250"
53,"166.137.246.87","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:34:48.277592","Port Hueneme","California","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1",,"160x600"
34,"38.104.200.146","tmpg_03102016","tmpg","2016-04-27 21:08:01.376957","Tarrytown","New York","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9","http://tmpg.com/",
38,"38.104.200.146","tmpg_03102016","tmpg","2016-04-27 21:10:22.439778","Tarrytown","New York","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9","http://tmpg.com/",
41,"38.104.200.146","tmpg_03102016","tmpg","2016-04-27 21:13:52.362871","Tarrytown","New York","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9","http://tmpg.com/",
44,"204.148.42.142","tmpg_03102016","tmpg","2016-04-27 21:26:32.880433","Far Rockaway","New York","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36","http://tmpg.com/",
48,"199.107.198.159","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:34:16.23801","Westlake Village","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.khay.com/","728x90"
50,"199.107.198.159","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:34:28.023104","Westlake Village","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.khay.com/","300x250"
52,"166.137.246.87","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:34:48.150368","Port Hueneme","California","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1",,"300x250"
35,"71.189.7.254","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:08:18.64752","Torrance","California","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",,"160x600"
39,"71.189.7.254","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:10:43.96122","Torrance","California","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",,"300x250"
42,"71.189.7.254","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:16:08.407383","Torrance","California","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",,"300x250"
45,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:26:59.180907","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/kenny-chesney/greatest-hits-ii/out-last-night/?pagename=onair&size=728x90&b=khay&sid=355010117","728x90"
51,"199.107.198.159","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:34:28.039182","Westlake Village","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.khay.com/","160x600"
54,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:37:22.231779","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/luke-bryan-with-karen-fairchild/_/home-alone-tonight/?pagename=onair&size=728x90&b=khay","728x90"
55,"73.153.245.146","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:44:54.771299","Englewood","Colorado","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.5.17 (KHTML, like Gecko) Version/9.1 Safari/537.86.5",,"160x600"
56,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:54:09.418759","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/luke-bryan-with-karen-fairchild/_/home-alone-tonight/?pagename=onair&size=728x90&b=khay","728x90"
57,"204.174.180.1","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:56:29.636645","Kelowna","British Columbia","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36","http://www.khay.com/","300x250"
58,"204.174.180.1","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:56:29.641354","Kelowna","British Columbia","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36","http://www.khay.com/","160x600"
59,"76.95.51.165","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:59:08.054317","Ventura","California","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.khay.com/events/","728x90"
60,"76.95.51.165","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:59:08.084035","Ventura","California","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.khay.com/events/","300x250"
61,"76.95.51.165","ag_04202016","OXNARD-KHAY-FM","2016-04-27 21:59:49.166418","Ventura","California","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.951kbby.com/","300x250"
62,"216.2.240.126","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:06:41.012501","Torrance","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://kbby.tunegenie.com/music/_framed_ad/_/_/_/?pagename=hours&size=300x250&b=kbby","300x250"
63,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:07:31.140203","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","728x90"
64,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:07:38.537857","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","300x250"
65,"208.54.4.193","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:10:13.278096","Tolleson","Arizona","Mozilla/5.0 (Linux; Android 5.1.1; SM-N910T Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36","http://www.khay.com/news/cma-music-festival-reveals-more-free-performances/","160x600"
66,"208.54.4.193","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:10:13.294858","Tolleson","Arizona","Mozilla/5.0 (Linux; Android 5.1.1; SM-N910T Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36","http://www.khay.com/news/cma-music-festival-reveals-more-free-performances/","728x90"
67,"208.54.4.193","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:10:56.652324","Tolleson","Arizona","Mozilla/5.0 (Linux; Android 5.1.1; SM-N910T Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36","http://www.khay.com/events/","300x250"
68,"208.54.4.193","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:10:56.736196","Tolleson","Arizona","Mozilla/5.0 (Linux; Android 5.1.1; SM-N910T Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36","http://www.khay.com/events/","160x600"
69,"208.54.4.193","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:11:56.786192","Tolleson","Arizona","Mozilla/5.0 (Linux; Android 5.1.1; SM-N910T Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36","http://khay.tunegenie.com/music/_framed_ad/_/_/_/?pagename=hours&size=300x250&b=khay","300x250"
70,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:19:49.49392","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/tim-mcgraw/tim-mcgraw-and-the-dancehall-doctors/real-good-man/?pagename=onair&size=728x90&b=khay&sid=68880494","728x90"
71,"208.54.4.193","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:21:55.761983","Tolleson","Arizona","Mozilla/5.0 (Linux; Android 5.1.1; SM-N910T Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36","http://www.khay.com/","300x250"
72,"216.2.240.126","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:24:34.631058","Torrance","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.87 Safari/537.36","http://www.951kbby.com/","300x250"
73,"216.2.240.126","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:24:47.244327","Torrance","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.87 Safari/537.36","http://www.951kbby.com/","160x600"
74,"216.2.240.126","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:26:12.355248","Torrance","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.87 Safari/537.36","http://www.951kbby.com/","300x250"
75,"66.117.9.146","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:27:05.26494","Los Angeles","California","mozilla/5.0 (windows nt 6.2; wow64) applewebkit/537.36 (khtml, like gecko) chrome/28.0.1500.72 safari/537.36","http://www.951kbby.com/shows/intelligence-for-your-life-wjohn-tesh/","300x250"
76,"216.2.240.126","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:27:42.858248","Torrance","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDRJS; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/_/_/_/?pagename=hours&size=300x250&b=khay","300x250"
77,"216.2.240.126","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:27:42.954602","Torrance","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; MDDRJS; rv:11.0) like Gecko","http://www.khay.com/","300x250"
78,"208.54.4.193","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:29:28.86402","Tolleson","Arizona","Mozilla/5.0 (Linux; Android 5.1.1; SM-N910T Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.105 Mobile Safari/537.36","http://www.khay.com/community-events/","300x250"
79,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:29:41.753549","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","160x600"
81,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:30:40.063651","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/old-dominion/meat-and-candy/snapback/?pagename=onair&size=728x90&b=khay&sid=1042414495","728x90"
84,"104.174.5.41","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:31:53.665002","Los Angeles","California","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4",,"300x250"
87,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:39:18.602718","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","728x90"
89,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:40:58.675036","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","160x600"
91,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:42:21.583006","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","160x600"
93,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:42:24.930253","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","728x90"
95,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:42:48.715179","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","728x90"
97,"216.2.240.126","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:42:52.790484","Torrance","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.951kbby.com/","160x600"
103,"216.2.240.126","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:59:01.345804","Torrance","California","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.khay.com/","160x600"
106,"66.117.9.146","ag_04202016","OXNARD-KHAY-FM","2016-04-27 23:23:36.356387","Los Angeles","California","mozilla/5.0 (windows nt 6.2; wow64) applewebkit/537.36 (khtml, like gecko) chrome/28.0.1500.72 safari/537.36","http://www.951kbby.com/station-appearances/","300x250"
107,"100.9.164.18","ag_04202016","OXNARD-KHAY-FM","2016-04-27 23:33:03.652958","Los Angeles","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://khay.tunegenie.com/music/_framed_ad/old-dominion/meat-and-candy/snapback/?pagename=onair&size=300x250&b=khay&sid=1042414495","300x250"
109,"216.2.240.126","ag_04202016","OXNARD-KHAY-FM","2016-04-27 23:34:02.237447","Torrance","California","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36","http://www.khay.com/","300x250"
111,"216.2.240.126","ag_04202016","OXNARD-KHAY-FM","2016-04-27 23:34:24.744841","Torrance","California","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko","http://www.khay.com/","728x90"
80,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:29:42.782952","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","300x250"
88,"108.0.186.6","ag_04202016","OXNARD-KHAY-FM","2016-04-27 22:39:19.341901","Oxnard","California","Mozilla/5.0 (Windows NT 5.1; rv:45.0) Gecko/20100101 Firefox/45.0","http://www.khay.com/","728x90"
